zip,city,state,lat,lon,dma_code,adoption_rate,population
48830,Seattle,WA,47.27101,-122.58179,819,0.0531,37368
15824,Seattle,WA,47.1883,-122.6597,819,0.0604,57653
85721,Seattle,WA,47.22621,-122.25798,819,0.081,73662
47620,Seattle,WA,47.46679,-122.09952,819,0.0569,65637
91849,Seattle,WA,47.17205,-122.17373,819,0.051,50958
16355,Seattle,WA,48.02243,-122.092,819,0.0769,29241
84177,Seattle,WA,47.37991,-122.24914,819,0.0743,50893
40433,Seattle,WA,47.74005,-122.63503,819,0.0473,62127
88279,Seattle,WA,47.94382,-122.25217,819,0.0524,4466
79056,Seattle,WA,47.63757,-122.12904,819,0.0553,11681
01623,Seattle,WA,47.90958,-122.7049,819,0.0544,25252
31143,Seattle,WA,47.31328,-121.97155,819,0.075,33480
03532,Seattle,WA,47.17775,-122.70787,819,0.0482,28496
20480,Seattle,WA,47.57908,-122.71609,819,0.0582,40742
55708,Seattle,WA,47.82897,-121.99482,819,0.0576,13500
35602,Seattle,WA,47.30241,-122.69984,819,0.0688,36965
18271,Seattle,WA,47.86877,-122.12621,819,0.0579,66960
19490,Seattle,WA,47.32575,-121.94603,819,0.0663,9217
99471,Seattle,WA,47.29473,-122.15873,819,0.0596,4679
31070,Seattle,WA,47.43644,-122.71716,819,0.0629,11103
77837,Seattle,WA,47.29322,-122.06759,819,0.0622,63898
31310,Seattle,WA,47.7164,-122.03973,819,0.0629,59578
19116,Seattle,WA,47.16803,-121.94187,819,0.0531,62441
32579,Seattle,WA,47.83196,-122.33093,819,0.0648,45995
95953,Seattle,WA,47.20757,-122.57619,819,0.0457,69712
39117,Seattle,WA,47.34652,-122.13601,819,0.0622,27709
25110,Seattle,WA,47.34037,-122.50208,819,0.0702,36681
18201,Seattle,WA,47.29781,-122.57842,819,0.0744,43090
52973,Seattle,WA,47.44011,-122.13303,819,0.0469,43853
12684,Seattle,WA,47.42032,-122.48957,819,0.0539,25474
83502,Seattle,WA,47.94575,-122.36652,819,0.0524,18174
67428,Seattle,WA,47.80273,-121.99918,819,0.0711,64950
70372,Seattle,WA,47.43589,-122.71465,819,0.0701,53228
58318,Seattle,WA,47.59137,-122.55476,819,0.0705,31582
59934,Seattle,WA,47.44262,-122.35289,819,0.0722,51215
71122,Seattle,WA,47.55836,-121.94729,819,0.0807,9191
14756,Seattle,WA,47.84843,-122.70303,819,0.0802,19939
05900,Seattle,WA,47.92858,-121.93303,819,0.0662,10783
90662,Detroit,MI,42.43881,-83.22582,505,0.0541,47169
58325,Detroit,MI,42.34923,-83.36545,505,0.0816,9214
05180,Detroit,MI,42.14063,-82.80467,505,0.057,16465
92772,Detroit,MI,41.94498,-83.34822,505,0.0744,55760
23166,Detroit,MI,42.09709,-83.14761,505,0.0864,46806
48505,Detroit,MI,41.99234,-83.27726,505,0.0937,17832
13018,Detroit,MI,42.11501,-82.82921,505,0.0902,53187
62967,Detroit,MI,42.08523,-83.32934,505,0.0866,63478
52538,Detroit,MI,42.52583,-82.83521,505,0.0568,27883
65363,Detroit,MI,41.9777,-82.76373,505,0.0659,34995
04626,Detroit,MI,42.11104,-83.07351,505,0.0945,21967
81657,Detroit,MI,42.17051,-83.34027,505,0.0837,47274
90473,Detroit,MI,42.05017,-83.11922,505,0.0871,32871
76353,Detroit,MI,42.19083,-82.78709,505,0.0622,7658
05919,Detroit,MI,42.73822,-83.20145,505,0.0883,37362
48952,Detroit,MI,42.15281,-82.93975,505,0.0684,39719
15450,Detroit,MI,42.72988,-83.48447,505,0.0807,76814
33031,Detroit,MI,42.61666,-82.91601,505,0.0534,24968
99939,Detroit,MI,42.01688,-83.21969,505,0.0732,45217
58278,Detroit,MI,42.63713,-83.37557,505,0.0747,46593
88933,Detroit,MI,42.61995,-83.18505,505,0.0881,44404
19231,Detroit,MI,42.65286,-82.6366,505,0.0893,73619
86519,Detroit,MI,42.70137,-82.78157,505,0.088,62229
45475,Detroit,MI,42.3046,-83.08019,505,0.0839,30565
96610,Detroit,MI,42.1878,-83.27139,505,0.0555,45378
04407,Detroit,MI,42.69414,-83.47278,505,0.0673,11368
66257,Detroit,MI,42.5484,-83.3172,505,0.0713,55170
41782,Detroit,MI,42.60356,-82.63714,505,0.0647,64165
42750,Detroit,MI,42.6911,-82.83544,505,0.0647,48672
76140,Detroit,MI,42.70448,-82.9559,505,0.0948,70465
09971,Detroit,MI,42.31702,-83.12103,505,0.0897,32265
28255,Detroit,MI,42.06898,-83.00731,505,0.0917,18865
86825,Detroit,MI,42.70429,-83.4644,505,0.077,59170
04098,Detroit,MI,42.52713,-83.10941,505,0.0551,71139
39142,Detroit,MI,42.61977,-82.78582,505,0.0667,31640
98625,Detroit,MI,42.42481,-83.4438,505,0.0672,59315
21676,Detroit,MI,42.22393,-82.85693,505,0.0918,28940
43895,Detroit,MI,42.15299,-83.19967,505,0.0832,26986
65393,Detroit,MI,42.37358,-83.04552,505,0.0804,21276
80281,Detroit,MI,42.7424,-82.59584,505,0.0757,24004
25032,Detroit,MI,41.89719,-82.91146,505,0.0896,17285
75594,Detroit,MI,42.20694,-82.66422,505,0.0602,5570
66851,Detroit,MI,42.64745,-82.85288,505,0.0823,30694
67952,Detroit,MI,42.29756,-83.3568,505,0.0604,22581
83716,Detroit,MI,42.27584,-83.46842,505,0.0571,36466
80188,Detroit,MI,42.12981,-83.11756,505,0.0736,63879
08099,Detroit,MI,41.96452,-83.4907,505,0.066,24183
99089,Detroit,MI,42.58591,-83.01109,505,0.0613,25497
31430,Detroit,MI,42.42403,-82.68207,505,0.0599,16892
99202,Detroit,MI,42.29752,-82.96104,505,0.0606,58128
67962,Detroit,MI,41.9287,-82.64609,505,0.0705,13816
10128,Detroit,MI,42.68932,-82.99241,505,0.0693,44434
61290,Detroit,MI,42.03584,-83.301,505,0.0749,56010
95592,Detroit,MI,42.10201,-83.31682,505,0.0582,56256
47734,Detroit,MI,42.43779,-83.22293,505,0.0582,31140
59398,Detroit,MI,41.95789,-83.32199,505,0.0649,68633
39815,Detroit,MI,42.04664,-83.06406,505,0.0704,66233
63006,Detroit,MI,42.73174,-83.07152,505,0.0598,69214
19960,Detroit,MI,42.33156,-83.28618,505,0.0665,52758
10126,Detroit,MI,42.24446,-83.17712,505,0.0697,48636
93401,Detroit,MI,42.50303,-83.14308,505,0.0578,77548
72816,Detroit,MI,41.88717,-82.73125,505,0.083,48961
83570,Detroit,MI,42.52243,-82.88525,505,0.0928,41588
21509,Detroit,MI,42.3802,-82.89934,505,0.0833,21546
48953,Minneapolis,MN,45.13787,-93.35609,613,0.0556,77398
89769,Minneapolis,MN,44.72551,-92.99405,613,0.0492,74839
53760,Minneapolis,MN,45.11361,-93.45791,613,0.0485,6006
81791,Minneapolis,MN,44.81869,-93.28334,613,0.0618,50137
69350,Minneapolis,MN,45.33343,-93.40014,613,0.0632,45111
84778,Minneapolis,MN,45.37196,-93.61037,613,0.0529,76595
35158,Minneapolis,MN,44.54288,-92.99499,613,0.0459,73140
02573,Minneapolis,MN,44.77604,-93.41587,613,0.074,23500
91435,Minneapolis,MN,44.86733,-93.64685,613,0.0512,20926
20254,Minneapolis,MN,44.80781,-93.51765,613,0.0596,18490
97131,Minneapolis,MN,45.40188,-92.89874,613,0.0474,21363
73207,Minneapolis,MN,45.02355,-92.83881,613,0.0722,21972
57890,Minneapolis,MN,45.28157,-93.67912,613,0.0619,53062
56342,Minneapolis,MN,44.61165,-92.92937,613,0.0714,19056
40544,Minneapolis,MN,44.56209,-93.66465,613,0.048,5356
43967,Minneapolis,MN,45.16526,-93.14791,613,0.0476,23737
15040,Minneapolis,MN,44.69063,-93.16667,613,0.0684,28456
48270,Minneapolis,MN,44.6366,-92.9437,613,0.0555,56110
34203,Minneapolis,MN,44.92934,-93.28023,613,0.0443,25450
22701,Minneapolis,MN,44.68971,-93.57798,613,0.0565,10224
59397,Minneapolis,MN,45.00499,-93.10236,613,0.0446,60116
72740,Minneapolis,MN,45.23962,-93.19688,613,0.0602,5516
79776,Minneapolis,MN,45.0978,-93.12083,613,0.0624,21828
07307,Minneapolis,MN,45.35115,-93.21026,613,0.0487,25443
91225,Minneapolis,MN,44.87278,-93.09339,613,0.0436,69980
01736,Minneapolis,MN,45.28782,-93.38924,613,0.0696,27279
75696,Minneapolis,MN,44.87027,-93.11858,613,0.0558,65356
77031,Minneapolis,MN,45.36385,-93.16132,613,0.0552,51861
26017,Minneapolis,MN,44.76985,-92.9016,613,0.0729,3061
77008,Minneapolis,MN,45.14701,-93.42855,613,0.0716,36878
81070,Minneapolis,MN,44.83094,-93.19875,613,0.0637,38559
11876,Minneapolis,MN,44.97064,-92.96922,613,0.0451,58610
11829,Minneapolis,MN,45.04379,-92.89851,613,0.0652,58504
93408,Minneapolis,MN,45.36782,-93.63646,613,0.0723,15987
50342,Minneapolis,MN,44.77677,-93.61268,613,0.0758,60407
96208,Minneapolis,MN,45.25637,-93.64178,613,0.0601,50780
13790,Minneapolis,MN,44.55992,-92.96411,613,0.0545,11024
86763,Minneapolis,MN,44.76013,-93.01114,613,0.0511,69073
66644,Minneapolis,MN,45.42591,-93.33092,613,0.0647,38889
60798,Minneapolis,MN,45.10656,-93.42907,613,0.0688,64467
16546,Minneapolis,MN,44.5695,-92.96244,613,0.0736,41188
08016,Minneapolis,MN,45.06953,-92.93653,613,0.0708,19690
47088,Minneapolis,MN,45.10097,-93.37614,613,0.0527,68872
05360,Minneapolis,MN,44.92814,-93.69199,613,0.0464,7010
29235,Minneapolis,MN,44.9459,-93.29287,613,0.0701,40641
45988,Minneapolis,MN,45.2837,-93.16712,613,0.079,18240
85552,Minneapolis,MN,44.69514,-93.26487,613,0.0559,23968
30246,Minneapolis,MN,44.9543,-93.00773,613,0.0527,10486
29988,Minneapolis,MN,44.67277,-92.818,613,0.0546,10768
83683,Minneapolis,MN,44.87262,-93.15283,613,0.0794,30318
13889,Minneapolis,MN,44.90249,-93.29231,613,0.055,10423
98613,Minneapolis,MN,44.87298,-93.12768,613,0.0613,71971
26682,Minneapolis,MN,45.35871,-93.57055,613,0.0688,75129
42715,Minneapolis,MN,44.89243,-93.56403,613,0.0485,64140
62548,Minneapolis,MN,44.97164,-93.47394,613,0.0571,75118
66207,Minneapolis,MN,45.21349,-93.18456,613,0.0494,14997
49193,Minneapolis,MN,44.86953,-93.61399,613,0.0795,67861
77322,Minneapolis,MN,44.78215,-93.41777,613,0.0649,25858
42138,Minneapolis,MN,45.22121,-93.42895,613,0.0604,39755
60671,Minneapolis,MN,45.09433,-93.20828,613,0.0787,49990
64008,Minneapolis,MN,45.38226,-93.14438,613,0.0636,25422
48232,Minneapolis,MN,44.6973,-93.54362,613,0.0543,34509
93969,Minneapolis,MN,45.4034,-93.65706,613,0.0438,75003
10295,Minneapolis,MN,44.71299,-93.25828,613,0.0478,33597
88696,Minneapolis,MN,44.62713,-93.45697,613,0.0471,27818
89895,Minneapolis,MN,45.05036,-93.11418,613,0.0533,58408
12476,Minneapolis,MN,45.39996,-93.4333,613,0.0645,3658
68525,Minneapolis,MN,44.90197,-92.90272,613,0.0653,26189
02713,Minneapolis,MN,45.04358,-92.82564,613,0.0771,31880
14325,Minneapolis,MN,44.71731,-93.60554,613,0.0652,70075
43401,Miami,FL,25.91904,-80.29606,528,0.1309,6024
09819,Miami,FL,25.84861,-80.01389,528,0.0964,37942
68424,Miami,FL,25.44483,-80.314,528,0.1108,6071
08137,Miami,FL,26.20592,-80.08084,528,0.1103,23618
49733,Miami,FL,25.96516,-80.14566,528,0.0925,51005
34433,Miami,FL,25.80087,-80.49549,528,0.0799,16969
78141,Miami,FL,26.02887,-80.52949,528,0.0894,76832
76293,Miami,FL,25.39816,-80.19488,528,0.0988,4481
96349,Miami,FL,25.36398,-80.2614,528,0.085,3253
32708,Miami,FL,26.11752,-80.32013,528,0.1176,65080
78199,Miami,FL,25.66047,-80.33983,528,0.1171,31639
88820,Miami,FL,26.20501,-80.59774,528,0.1306,33805
05931,Miami,FL,25.85533,-80.47898,528,0.0749,13269
44469,Miami,FL,25.99074,-80.33686,528,0.0755,42938
10725,Miami,FL,25.77265,-79.79883,528,0.0855,22776
23555,Miami,FL,25.58651,-80.34994,528,0.1258,69811
57210,Miami,FL,26.14724,-80.11345,528,0.1009,23023
82945,Miami,FL,26.02286,-80.38538,528,0.0731,8761
14430,Miami,FL,25.78052,-79.96851,528,0.0823,55509
23033,Miami,FL,25.51773,-80.45327,528,0.0864,61989
12988,Miami,FL,25.52785,-80.22143,528,0.1132,54715
14235,Miami,FL,25.49025,-80.56277,528,0.1124,50253
44906,Miami,FL,25.53505,-80.04651,528,0.0907,7467
53528,Miami,FL,25.68662,-79.88168,528,0.0749,13619
10235,Miami,FL,25.36287,-80.46909,528,0.0866,15591
51127,Miami,FL,25.76377,-80.2022,528,0.0825,67460
74757,Miami,FL,26.0396,-80.37905,528,0.1273,64564
17636,Miami,FL,25.43887,-80.20649,528,0.0784,5796
92419,Miami,FL,25.47806,-79.7553,528,0.1143,12317
15797,Miami,FL,26.03329,-80.42578,528,0.0841,37660
46610,Miami,FL,25.46519,-79.89491,528,0.0953,38797
22208,Miami,FL,26.19204,-80.24765,528,0.0709,14488
72290,Miami,FL,25.9652,-79.86355,528,0.1093,22865
87381,Miami,FL,26.09655,-79.99664,528,0.0777,52384
13054,Miami,FL,25.91605,-80.63854,528,0.0733,48851
12038,Miami,FL,26.09889,-79.74508,528,0.09,75774
78101,Miami,FL,25.70949,-79.78312,528,0.1183,76667
70886,Miami,FL,25.48858,-80.17494,528,0.1,46722
17564,Miami,FL,25.64803,-80.18235,528,0.1063,31669
82203,Miami,FL,25.56138,-80.1892,528,0.1012,57390
57327,Miami,FL,25.90944,-80.47491,528,0.1029,38648
16585,Miami,FL,26.00474,-80.00849,528,0.118,70315
63437,Miami,FL,25.53577,-79.80875,528,0.1017,51674
72309,Miami,FL,25.57306,-80.27998,528,0.1136,36158
64253,Miami,FL,25.60031,-80.02831,528,0.1149,49416
93963,Miami,FL,25.58746,-80.31828,528,0.1164,29681
31646,Miami,FL,26.19669,-80.25284,528,0.1152,36029
84262,Miami,FL,25.6415,-80.62672,528,0.1039,47295
48267,Miami,FL,25.68037,-80.24808,528,0.1076,42546
31056,Miami,FL,25.61806,-80.21679,528,0.1143,26882
64919,Miami,FL,25.40359,-80.46447,528,0.125,8165
94332,Miami,FL,25.42973,-80.3368,528,0.0962,60073
38824,Miami,FL,25.69081,-80.35916,528,0.1297,26534
94427,Miami,FL,25.45372,-80.38896,528,0.1266,34662
44451,Miami,FL,25.34473,-80.48604,528,0.074,58078
26206,Miami,FL,25.4488,-79.93602,528,0.1016,17096
36601,Miami,FL,25.70728,-80.28407,528,0.1068,35959
03654,Miami,FL,25.66446,-80.47454,528,0.1181,51228
15952,Miami,FL,25.99682,-80.34214,528,0.1119,27196
28113,Miami,FL,25.33004,-80.03489,528,0.1077,41008
13888,Miami,FL,25.49187,-79.872,528,0.1258,33084
62773,Miami,FL,25.8391,-80.12462,528,0.0902,7270
75925,Miami,FL,25.6045,-80.06184,528,0.1072,69350
61322,Miami,FL,25.42181,-80.45027,528,0.0896,57084
48607,Miami,FL,25.32555,-80.43638,528,0.0908,54855
32507,Miami,FL,25.90019,-80.26166,528,0.0909,34031
50442,Miami,FL,25.88201,-80.17408,528,0.104,42315
36283,Miami,FL,25.73415,-79.99918,528,0.099,4284
08128,Miami,FL,25.90875,-80.22605,528,0.107,25462
79538,Miami,FL,26.06965,-80.14828,528,0.0942,16210
35078,Miami,FL,25.99458,-79.96865,528,0.1276,14420
41720,Miami,FL,25.72737,-80.45054,528,0.0708,14755
12925,Miami,FL,25.47714,-80.63747,528,0.0956,62211
38918,Miami,FL,26.13891,-80.32874,528,0.093,24680
14135,Miami,FL,25.77124,-80.19746,528,0.0932,73418
28462,Miami,FL,25.51013,-80.29302,528,0.1221,75803
74840,Miami,FL,25.55827,-79.95648,528,0.1082,50915
15994,Miami,FL,25.64113,-79.75598,528,0.1096,20529
44049,Miami,FL,25.9183,-80.53926,528,0.0805,5470
48298,Miami,FL,25.51173,-80.6385,528,0.1312,28413
59502,Denver,CO,39.61384,-105.20777,751,0.0538,62433
22574,Denver,CO,40.03792,-105.10285,751,0.0764,6269
50368,Denver,CO,39.48694,-104.57576,751,0.0743,8028
66146,Denver,CO,39.7804,-104.71953,751,0.0687,11343
85573,Denver,CO,39.44625,-105.27269,751,0.0795,68267
18847,Denver,CO,39.92112,-104.74693,751,0.0734,43654
39065,Denver,CO,39.78478,-105.31969,751,0.0663,17084
18663,Denver,CO,39.53556,-105.16939,751,0.055,77404
30123,Denver,CO,39.89388,-104.77161,751,0.0598,19051
99714,Denver,CO,40.05667,-104.99607,751,0.069,24014
08785,Denver,CO,39.87674,-105.34445,751,0.0715,6850
78587,Denver,CO,40.12972,-104.56545,751,0.0762,37571
10203,Denver,CO,39.44868,-104.69521,751,0.0678,4565
82081,Denver,CO,40.09044,-105.04428,751,0.0803,61996
70827,Denver,CO,39.50399,-105.27607,751,0.0595,46910
80073,Denver,CO,39.31263,-105.13738,751,0.0496,11956
03945,Denver,CO,39.85094,-105.33157,751,0.0533,40849
89026,Denver,CO,39.54007,-104.6122,751,0.0833,29356
58697,Denver,CO,39.83182,-104.56664,751,0.0691,3221
08722,Denver,CO,39.94815,-105.23541,751,0.0506,74873
64441,Denver,CO,39.8403,-104.66452,751,0.0527,73646
61818,Denver,CO,39.62822,-104.71457,751,0.0802,31395
36488,Denver,CO,39.95957,-104.69219,751,0.0569,42557
52917,Denver,CO,39.33024,-105.35482,751,0.0646,50762
61490,Denver,CO,39.74806,-104.98916,751,0.048,49284
53587,Denver,CO,39.47796,-105.12761,751,0.0763,55721
21488,Denver,CO,39.76138,-105.30162,751,0.0838,64344
67429,Denver,CO,39.47786,-104.58781,751,0.0732,35102
47307,Denver,CO,39.80318,-104.62956,751,0.0575,48191
84311,Denver,CO,39.39827,-105.18659,751,0.0707,31040
42382,Denver,CO,39.68284,-105.43859,751,0.079,35782
19068,Denver,CO,39.78613,-104.89894,751,0.0721,18942
92841,Denver,CO,39.98871,-105.17745,751,0.0816,59563
62220,Denver,CO,39.68221,-104.83429,751,0.0852,27285
14202,Denver,CO,39.42972,-105.28523,751,0.083,44149
29992,Denver,CO,39.86915,-105.04969,751,0.0581,15575
24981,Denver,CO,39.93892,-104.68359,751,0.0534,72979
26314,Denver,CO,39.6849,-104.98697,751,0.0805,4691
27115,Denver,CO,39.68908,-104.63972,751,0.0729,15858
71505,Denver,CO,39.68101,-104.67529,751,0.0865,32418
76083,Denver,CO,39.44396,-105.12822,751,0.0511,11050
85325,Denver,CO,39.43106,-105.16399,751,0.057,15751
08853,Denver,CO,40.04423,-104.65693,751,0.0489,35059
27979,Denver,CO,39.36486,-105.21289,751,0.0504,66640
24907,Denver,CO,39.51453,-105.17019,751,0.0655,51199
32805,Denver,CO,39.99884,-104.78985,751,0.0515,31789
02083,Denver,CO,39.3922,-104.76558,751,0.0651,66765
04025,Denver,CO,40.18542,-105.25219,751,0.0484,53384
54969,Denver,CO,39.87544,-104.96015,751,0.0559,57277
10528,Denver,CO,39.84605,-104.71308,751,0.077,59789
77661,Denver,CO,39.98093,-104.69256,751,0.066,25852
54257,Denver,CO,40.1043,-104.70154,751,0.0554,8936
74363,Denver,CO,39.48334,-104.58278,751,0.0832,75561
67665,Denver,CO,40.06746,-105.36843,751,0.0617,58979
02167,Denver,CO,39.30116,-104.87596,751,0.0723,27748
62603,Denver,CO,40.02526,-104.65303,751,0.0643,29314
19707,Denver,CO,39.86755,-104.84923,751,0.0733,5370
51063,Denver,CO,39.68666,-105.14781,751,0.0709,46634
09899,Denver,CO,39.40455,-104.83699,751,0.0584,41206
41072,Denver,CO,40.00515,-104.82071,751,0.0534,14519
96832,Denver,CO,39.86735,-104.54429,751,0.0589,50826
93381,Denver,CO,39.45092,-105.08484,751,0.0671,56886
17038,Denver,CO,39.39521,-105.02272,751,0.0665,60686
51213,Denver,CO,39.38525,-104.60731,751,0.0622,28697
43176,Denver,CO,39.7214,-104.79948,751,0.0621,70537
73899,Denver,CO,39.5401,-105.34172,751,0.0486,61346
35413,Denver,CO,40.07574,-105.25757,751,0.0646,38698
48370,Denver,CO,39.42658,-104.97298,751,0.064,38256
32203,Denver,CO,39.39972,-105.42531,751,0.0502,60740
87962,Denver,CO,40.11326,-105.1678,751,0.0705,10766
14414,Denver,CO,40.12092,-105.34203,751,0.059,5034
50213,Orlando,FL,28.41599,-81.11059,534,0.0693,6051
20807,Orlando,FL,28.54169,-81.25472,534,0.1094,74951
26491,Orlando,FL,28.63223,-81.76577,534,0.0804,57139
58816,Orlando,FL,28.31499,-81.61232,534,0.1107,8648
74831,Orlando,FL,28.75627,-81.74137,534,0.1165,56006
41018,Orlando,FL,28.62618,-81.05225,534,0.0699,10889
75992,Orlando,FL,28.7125,-81.30035,534,0.1042,38913
89819,Orlando,FL,28.5355,-81.66122,534,0.0885,39414
60819,Orlando,FL,28.61541,-81.56003,534,0.0796,69234
12214,Orlando,FL,28.17301,-81.36447,534,0.0832,50832
16065,Orlando,FL,28.37325,-81.07994,534,0.0805,42878
50004,Orlando,FL,28.31099,-81.00682,534,0.0927,34092
57914,Orlando,FL,28.93724,-81.59773,534,0.1094,29238
18684,Orlando,FL,28.98606,-81.24629,534,0.1091,75642
02996,Orlando,FL,28.15987,-81.05222,534,0.0741,36462
91420,Orlando,FL,28.64289,-81.65462,534,0.0899,15080
40369,Orlando,FL,28.6829,-81.73516,534,0.0907,71795
91090,Orlando,FL,28.46595,-81.02279,534,0.1173,53889
52255,Orlando,FL,28.70494,-81.65308,534,0.1012,76131
98051,Orlando,FL,28.96685,-81.57201,534,0.1007,54905
68557,Orlando,FL,28.44445,-81.47773,534,0.0722,69644
45256,Orlando,FL,28.98161,-81.41018,534,0.1107,34043
90525,Orlando,FL,28.75675,-81.18573,534,0.1162,49608
36084,Orlando,FL,28.8912,-81.41591,534,0.0828,50793
25111,Orlando,FL,28.84848,-81.22668,534,0.0738,22904
75448,Orlando,FL,28.56538,-81.39863,534,0.1121,71262
21288,Orlando,FL,28.21747,-81.33339,534,0.1185,45634
38828,Orlando,FL,28.36066,-81.58845,534,0.0862,4084
58088,Orlando,FL,28.28623,-81.40949,534,0.0887,51673
01056,Orlando,FL,28.17283,-80.97834,534,0.0867,34022
04184,Orlando,FL,28.6225,-81.41339,534,0.0876,68565
12832,Orlando,FL,28.30986,-81.57114,534,0.1179,51289
76223,Orlando,FL,28.9788,-81.03118,534,0.0713,5256
83401,Orlando,FL,28.72821,-81.10057,534,0.1028,74561
20199,Orlando,FL,28.81987,-81.69026,534,0.0942,37345
46315,Orlando,FL,28.44755,-81.65704,534,0.1035,77619
87985,Orlando,FL,28.65371,-81.28993,534,0.1153,40466
75286,Orlando,FL,28.7029,-81.78653,534,0.0921,68932
14385,Orlando,FL,28.12263,-81.60042,534,0.1054,36605
87837,Orlando,FL,28.33498,-81.44215,534,0.0933,61413
62223,Orlando,FL,28.77198,-81.54326,534,0.0705,25471
15859,Orlando,FL,28.31171,-81.21388,534,0.1137,19232
18792,Orlando,FL,28.27648,-81.22849,534,0.0748,46187
96375,Orlando,FL,28.48936,-81.1154,534,0.0993,25232
08585,Orlando,FL,28.24534,-81.76079,534,0.0894,4837
64013,Orlando,FL,28.75723,-81.37543,534,0.0692,32906
19123,Orlando,FL,28.79009,-81.30154,534,0.0775,42455
83628,Orlando,FL,28.53063,-81.47363,534,0.1,68738
02224,Orlando,FL,28.37901,-81.28307,534,0.1194,29050
30035,Orlando,FL,28.39039,-81.81836,534,0.0696,9769
56428,Orlando,FL,28.86112,-81.38831,534,0.0916,51471
13935,Orlando,FL,28.61558,-81.30683,534,0.0651,52769
83323,Orlando,FL,28.32379,-81.27056,534,0.068,73580
70075,Orlando,FL,28.42631,-81.38642,534,0.0867,15892
66279,Orlando,FL,28.74665,-81.10888,534,0.0974,17677
96911,Orlando,FL,28.62753,-81.0453,534,0.1189,42366
06999,Orlando,FL,28.63338,-81.45006,534,0.0973,2866
63201,Orlando,FL,28.89392,-81.60644,534,0.0962,52161
14566,Orlando,FL,28.35467,-81.14408,534,0.0984,45991
41229,Orlando,FL,28.57702,-80.99369,534,0.0957,76691
87490,Orlando,FL,28.11452,-81.41522,534,0.0949,21670
82697,Orlando,FL,28.7486,-81.55564,534,0.1142,8415
93400,Orlando,FL,28.34887,-81.22958,534,0.0726,10318
33027,Orlando,FL,28.1161,-81.24583,534,0.1086,33707
97043,Orlando,FL,28.4314,-81.62543,534,0.1033,71809
80379,Orlando,FL,28.78103,-81.27611,534,0.0722,15736
33402,Orlando,FL,28.48371,-81.03152,534,0.1169,22625
59761,Orlando,FL,28.24578,-81.32652,534,0.1071,51087
03440,Orlando,FL,28.56339,-81.11272,534,0.0673,18514
22388,Orlando,FL,28.84279,-81.82835,534,0.1105,10921
43784,Orlando,FL,28.38486,-81.68899,534,0.0718,42293
72014,Orlando,FL,28.71898,-81.30683,534,0.0711,62735
67493,Orlando,FL,28.76412,-81.39072,534,0.1106,18325
29413,Orlando,FL,28.88687,-81.69075,534,0.0814,2631
08110,Orlando,FL,28.8689,-81.08575,534,0.0698,26346
58414,Cleveland,OH,41.61966,-81.39514,510,0.0929,45462
17960,Cleveland,OH,41.87818,-81.86222,510,0.0799,21540
89668,Cleveland,OH,41.55949,-81.89633,510,0.0613,73644
25047,Cleveland,OH,41.17111,-81.37081,510,0.0888,34256
92054,Cleveland,OH,41.67681,-81.53852,510,0.0557,42642
01828,Cleveland,OH,41.325,-82.05605,510,0.0626,63671
71830,Cleveland,OH,41.19294,-82.04854,510,0.0655,26074
22216,Cleveland,OH,41.23593,-81.30496,510,0.0507,55090
11940,Cleveland,OH,41.16243,-81.73605,510,0.0527,56133
83035,Cleveland,OH,41.45393,-82.11643,510,0.0651,34226
78034,Cleveland,OH,41.75912,-81.50159,510,0.0843,72194
48466,Cleveland,OH,41.67875,-82.0299,510,0.067,40896
55866,Cleveland,OH,41.30327,-81.47913,510,0.0597,45144
59241,Cleveland,OH,41.30347,-81.36678,510,0.078,65496
40805,Cleveland,OH,41.39116,-81.31495,510,0.091,61436
09212,Cleveland,OH,41.55945,-81.36814,510,0.0615,36399
52782,Cleveland,OH,41.14211,-81.69262,510,0.0836,23018
67998,Cleveland,OH,41.4385,-81.25282,510,0.0712,52619
45953,Cleveland,OH,41.38779,-82.03324,510,0.0779,13547
52432,Cleveland,OH,41.64337,-81.86746,510,0.0726,40218
43532,Cleveland,OH,41.4507,-81.72307,510,0.0898,65155
81226,Cleveland,OH,41.91724,-82.01936,510,0.0902,68072
03079,Cleveland,OH,41.42131,-81.2526,510,0.0515,72787
66141,Cleveland,OH,41.3861,-81.39857,510,0.0596,5145
62401,Cleveland,OH,41.94533,-81.4888,510,0.0806,14655
12666,Cleveland,OH,41.62255,-81.25133,510,0.0638,29080
55354,Cleveland,OH,41.38374,-81.5486,510,0.08,62056
83998,Cleveland,OH,41.4393,-81.79417,510,0.0602,42936
69007,Cleveland,OH,41.15268,-81.47004,510,0.0832,56714
87660,Cleveland,OH,41.36521,-81.76811,510,0.0578,68985
72140,Cleveland,OH,41.94072,-81.84785,510,0.0671,67194
96857,Cleveland,OH,41.45095,-81.26303,510,0.0747,29631
87711,Cleveland,OH,41.09762,-82.00115,510,0.0653,12813
29248,Cleveland,OH,41.26205,-81.44214,510,0.0695,72952
54653,Cleveland,OH,41.52892,-82.1061,510,0.0533,29648
91323,Cleveland,OH,41.13246,-82.00687,510,0.0732,42075
48379,Cleveland,OH,41.10954,-81.64641,510,0.0787,31910
17296,Cleveland,OH,41.08876,-81.70602,510,0.0519,55324
82989,Cleveland,OH,41.70348,-81.81019,510,0.0929,37495
